Review,hasil_akhir,Sentimen
"kerja bagus kuro akhirnya keluhan saya didengarkan lag nya mulai berkurang dan fps nya juga sudah stabil walaupun masih ada sedikit kekurangan yaitu bahasa tapi nggak masalah justru ini bukan pertama kalinya saya bermain permainan yg nggak ada bahasa Indonesia saya sudah sering memainkan permainan-permainan yg ada bahasa Inggrisnya,",kerja bagus kuro games akhir keluh dengar lag nya mulai kurang bingkai nya stabil walaupun sedikit kurang bahasa masalah justru bukan pertama kali main main yang bahasa indonesia sering main main main yang bahasa inggris,positif
gacha baik hati dapet 2 benner uyy😍😍😍😍😍😍😋😋😋😋😋Terimakasih admin kuro✋🗿🤚,gacha baik hati dapat benner uyy terima kasih admin kuro games,positif
bagus,bagus,positif
"bintang 4 dulu ya, kalo ngasih aku cantarella, aku bakal kamu kasih Bintang 100",bintang dulu kalaupun beri saya cantarella saya bakal kamu kasih bintang,negatif
"walaupun blom ada indonesianya, tapi setidaknya ada dub jepangnya🤣. nga terlalu ngikutin ceritanya juga sih, tapi tau lah dikit dikit. TAPI PLEASE KURO TAMBAHKAN BAHASA INDONESIA...!!!!",walaupun belum indonesia dub jepangnya tidak terlalu ikut cerita sih tahu lah dikit dikit tolong kuro games tambah bahasa indonesia,negatif
sensor semua aja sekalian pakein baju tertutup,sensor semua saja sekali pakein baju tutup,negatif
permainan baik,main baik,positif
Bagus banget,bagus banget,positif
"jujur udah bagus kok cuman tolong dioptimalkan lagi untuk hp yang ram 4,soal nya buat genshin, hsr masih bisa pas wuwa langsung jatuh parah tapi pgr lancar",jujur sudah bagus kok cuman optimal ponsel ram soal nya buat genshin hsr pas wuthering waves langsung jatuh parah pgr lancar,negatif
"akun saya hilang,,, padahal saya mau comeback main... malah akun saya hilang mengulang dari awal,",akun hilang padahal mau comeback main malah akun hilang ulang awal,negatif
pengembang sangat mendengarkan keluhan pemain dan langsung memperbaiki kendala yang dilaporkan. sangat responsif 👍,kembang sangat dengar keluh main langsung baik kendala lapor sangat responsif,positif
permainan baik,main baik,positif
semoga semakin berkembang,moga makin kembang,positif
intinya permainan bagusss,inti main bagusss,positif
tolong bikin fitur bikin anak🙏🙏,bikin fitur bikin anak,negatif
Ayo dukung ini permainan lapor ke lembaga sensor Indonesia Coba baca ini permainan ini masih bisa dimainkan di PC kentang lewat Google permainan Oke resmi yang ada di PC kalian lihat itu sedangkan saudaranya yang namanya pgr udah nggak bisa entahlah ini permainan saya kasih gambar AO. 🤣,ayo dukung main lapor lembaga sensor indonesia coba baca main main pc kentang lewat google main oke resmi pc kalian lihat saudara nama pgr sudah entah main kasih gambar ao,negatif
ini bagus sekali,bagus sekali,positif
"siapa biar kuro masak woiii?!?!! Sinema mutlak, kedepannya mohon tambahkan bahasa Indonesia agar semakin menikmati cerita (biar gak mikir dulu buat terjemahkan).",siapa biar kuro games masa woi sinema mutlak depan mohon tambah bahasa indonesia makin nikmat cerita biar tidak mikir dulu buat terjemah,negatif
Tolong transkripsi INDONESIA SEGERA di hadirkan 🙏🏽,transkripsi indonesia segera hadir,negatif
"saya mengalami tutup paksa/tutup paksa di pembaruan kali ini sebelumnya lancar² sja di setingan medium 60fps perangkat yg sy gunakan cukup mumpuni utk menjalankan permainan ini dgn SoC 865 7nm+ 8/256 Ram/Rom, bahkan sy memainkan genshin impact dgn lancar di grapich high 60fps tdk ada masalah, tpi ketika main wuwa selalu tutup paksa.",alami tutup paksa tutup paksa baru kali belum lancar saja ting medium bingkai perangkat yang saya guna cukup mahir untuk jalan main dengan soc nm ram rom bahkan saya main genshin impact dengan lancar grapich high bingkai tidak masalah tapi main wuthering waves selalu tutup paksa,negatif
"Yah keseluruhan bagus sih, tp grafik bisa di compres lg? Masih rada berat",yah seluruh bagus sih tapi grafik compres lagi rada berat,negatif
"Meskipun belum punya perangkat yang mumpuni (mine was helio g100) nyoba sekali dan ini permainan beneran bagus, kalo ada perangkat yang kuat pasti bakalan main ini permainan lagi.",meski punya perangkat mahir mine was hio tidak nyoba sekali main benar bagus kalaupun perangkat kuat bakal main main,positif
"saya akan beri bintang 5 karena alur cerita, karakter, dialog, voice actor dan map sangat bagus sesuai dengan selera, saya harap kedepannya dalam waktu cepat wuthering waves tersedia dalam BAHASA INDONESIA, jujur saja saya harus memahami menterjemahkan mandiri kedalam pikiran saya agar dapat memahami beberapa kata serapan yang asing baru saya jumpai, alhasil saya jadi lebih lama dalam menjalankan misi cerita, tolong jadikan ini saran dan masukan untuk pengembangan pengembang demi kenyamanan pemain",beri bintang alur cerita karakter dialog voice actor map sangat bagus sesuai selera harap depan waktu cepat wuthering waves sedia bahasa indonesia jujur paham terjemah mandiri dalam pikir paham beberapa kata serap asing baru jumpa alhasil jadi lebih lama jalan misi cerita jadi saran masuk kembang kembang nyaman main,negatif
permainan baik,main baik,positif
saya harap ada setelan bahasa Indonesia karena itu bakal ngebantu banget buat memahami main misi nya Ama Lore ceritanya,harap setel bahasa indonesia bakal bantu banget buat paham main misi nya sama lore cerita,negatif
"LANCAR JAYA MAIN DI REDMI NOTE 9PRO RATA KANAN SERASA MAIN DI IPHONE 15PROMAX, MANTAP Kuro Games",lancar jaya main redmi catat pro rata kanan serasa main iphone promax mantap kuro games main,positif
"permainan nya bagus, grafik oke , sama karekternya mantap cuma minesny hp cepet panas 🗿 tambahin fitur menyapu pas bertani material",main nya bagus grafik oke sama karekternya mantap hanya minesny ponsel cepat panas tambah fitur sapu pas tan material,negatif
kadang masih ada bug nya nih tapi keseluruhan permainan nya sudah cukup bagus,kadang bug nya ini seluruh main nya cukup bagus,positif
"sinema mutlak, gak ada kata yang bisa menggambarkan wuwa",sinema mutlak tidak kata gambar wuthering waves,positif
"permainan sangat bagus sekali mau mendengar kan keluhan para pemainnya dan masukan yg ada, tidak seperti permainan sebelah",main sangat bagus sekali mau dengar kan keluh main masuk yang main belah,positif
ini permainan gratis kok kualitas nya kaya permainan GOW sih gg apalagi pengembang nya dermawan dan pendengar. kalo bisa bintang 10 kasih 10 sih.,main gratis kok kualitas nya seperti main gow sih gg kembang nya dermawan dengar kalaupun bintang kasih sih,positif
"tolong lah ya, jangan bikin pemain nya sange muluh🗿, percuma gak ada fitur bikin anak",lah jangan bikin main nya sange muluh percuma tidak fitur bikin anak,negatif
grafik nya bagus baget dan karakter nya lebih bagus dari pada genshin karakter nya genshin susah di dapat tapi gak bagus tapi wuthering waves permainan 1# hrafik di world,grafik nya bagus baget karakter nya lebih bagus genshin karakter nya genshin susah tidak bagus wuthering waves main hrafik world,positif
mantap bisa di skip,mantap skip,positif
"permainannya lumayan bagus, tapi masalahnya hp ku yg buriq ini, buat grafiknya susah jelas o",main lumayan bagus masalah ponsel ku yang buriq buat grafik susah jelas oleh,positif
"kurang bahasa indo aja sih, soalny gw inggris buruk",kurang bahasa indonesia saja sih soalny saya inggris buruk,negatif
permainan gacha terbaik sih menurut ane,main gacha baik sih saya,positif
bagus,bagus,positif
terbaik,baik,positif
permainannya bagus,main bagus,positif
"Optimalisasinya sudah membaik di setiap pembaruan nya, terima kasih kuro 😁",optimalisasi baik baru nya terima kasih kuro games,positif
"Lumayan optimal... tolong, tambahkan Indonesian language Kuro.. edit: Absolutely Cinema",lumayan optimal tambah indonesian language kuro games edit absolutely cema,negatif
Perlu jadi 18+,perlu jadi,negatif
kirain berat ternyata halus aja. seru gak sabar anniv nanti ngapain,kirain berat nyata halus saja seru tidak sabar anniv ngapain,positif
ceritanya bagus,cerita bagus,positif
permainan rpg terbaik yang pernah saya mainkan setelah mmorpg,main rpg baik pernah main mmorpg,positif
"cukup oke dan seru permainan nya. Tolong rating permainan nya di naikan kuro, Karakter permainan nya pakaian nya terlalu terbuka, kurang pantas untuk anak-anak. Beberapa potongan adegan kadang terlihat sus. Mohon naikan Rating permainan nya 🙏(edit, terimakasih sudah naikan Rating permainan nya)",cukup oke seru main nya rating main nya naik kuro games karakter main nya pakai nya terlalu buka kurang pantas anak anak beberapa potong adegan kadang lihat sus mohon naik rating main nya edit terima kasih naik rating main nya,negatif
"bagus sih tapi ,grafik di hp jelek sama GK punya bahasa Indonesianya 🥲",bagus sih grafik ponsel jelek sama tidak punya bahasa indonesia,negatif
kurang suka,kurang suka,negatif
permainan terbaik sepanjang masa aku sayang kuro🥰🥰,main baik panjang masa saya sayang kuro games,positif
"anjing bisa bisa nya kalah rate off pity 78, ntar lah kalo dapet zani ku rating b5",anjing nya kalah persentase off pity nanti lah kalaupun dapat zan ku rating b,negatif
tuh tinggal nunggu transkripsi indonesia 100% jdi permainan terbaik mnrt gw,itu tinggal nunggu transkripsi indonesia jadi main baik menurt saya,negatif
gabut njir,gabut njir,negatif
"Gw bakal ganti ke 5 kalo perihal Sinyal Jumping di Rinascitta diperbaiki. Di jinzhou atau map awal lancar-lancar aja, Holo 6 tempest aja masih lancar meskipun rame. Tapi eksplorasi biasa di Rinascitta aja loncat-loncat pingnya. Tolong diperbaiki Kuro, ini kayak kasus jaman 1.0 awal-awal rilis.",saya bakal ganti kalaupun perihal sinyal jumping rinascitta baik jinzhou map awal lancar lancar saja holo tempest saja lancar meski ramai eksplorasi biasa rinascitta saja loncat loncat pingnya baik kuro games seperti kasus zaman awal awal rilis,negatif
tambahkan bahasa Indonesia tolong 🙏,tambah bahasa indonesia,negatif
Mantap,mantap,positif
"terimakasih Dev permainan baik (permainan Hitam). tidak seperti Dev permainan sebelah yang sangat Kikir dan Pay2Play-Meta. inisial ""Hoyovers"".",terima kasih kembang main baik main hitam kembang main belah sangat kikir pay play meta inisial hoyovers,positif
"permainannya udah baguss, pembaruan selanjutnya bisa diompitalkan lagii, Snapdragon 685 4G Masih bisa permainanable meski 30fpsan tapi ini udah termasuk PLAYABLE. makasih kurogames telah mendengarkan keluh kesah pemain.",main sudah baguss baru lanjut diompitalkan lagi snapdragon tidak permainanable meski fpsan sudah masuk playable makasih kurogames dengar keluh kesah main,positif
keren,keren,positif
seru,seru,positif
keren B5 gratis,keren b gratis,positif
Tolong tambahin fitur Motion Blur kurogames.,tambah fitur motion blur kurogames,negatif
"Kalo mau cari permainan yang menyamai sebuah Magnum opus, unduh ini tapi cerita diawal emang kurang tapi kedepan menarik 👍, 9/10. udah mau hari jadi aja 🥲.",kalaupun mau cari main sama buah magnum opus unduh cerita awal memang kurang depan tarik sudah mau hari jadi saja,positif
ini kenapa kata sandi Kuro Games gua gk bisa di reset ya dh berulang kali di coba,kata sandi kuro games main saya tidak reset dh ulang kali coba,negatif
waduh di naikan rating nya kalau begitu tambahkan fitur segs,aduh naik rating nya kalau tambah fitur segs,negatif
mantap keren gada ukuran tambahan jadi cocok buat yg suka RPG,mantap keren tidak ada ukur tambah jadi cocok buat yang suka rpg,positif
"Mulai pertempuran karakter cerita bagus semua,di sini semua karakter rasanya pengen gw tarik semua karena bagus²",mulai tempur karakter cerita bagus semua sini semua karakter rasa ingin saya tarik semua bagus,positif
bagusan ini daripada hsr/ gi kalo bikin karakter aduhai sekalian dimaksimalin ga cuma setengah setengah kaya permainannya hoyotod,bagus hsr gi kalaupun bikin karakter aduhai sekali dimaksimalin tidak hanya tengah tengah seperti main hoyotod,positif
mohon untuk lebih di optimalkan lagi termasuk di chipset exynos yang sering jiter dan jatuh fps padahal sudah pakai pengaturan sangat rendah,mohon lebih optimal masuk chipset exynos sering jiter jatuh bingkai padahal pakai atur sangat rendah,negatif
permainan dewasa😜,main dewasa,negatif
"nah, jadi kapan teks Indonesia nya kuro😡",nah jadi kapan teks indonesia nya kuro games,negatif
permainan nya bagus tapi permainan nya cukup berat dan membuat baterai saya boros,main nya bagus main nya cukup berat buat baterai boros,negatif
Gk ada bahasa Indonesia nya,tidak bahasa indonesia nya,negatif
bagus sih nih permainan banyak waifu cantik bjir:V,bagus sih ini main banyak waifu cantik bjir v,positif
fisiknya bagus,fisik bagus,positif
"gebrakan inovasi baru, tapi jangan berharap untuk hp kentang yg mau mainin permainan ini",gebrak inovasi baru jangan harap ponsel kentang yang mau main main,negatif
"permainannya bagus cerita seru banget pertarungan nya seru grafik bagus desain karakter bagus sistem gachanya lumayan (meskipun kalah terus) bossnya susah susah,ramah buat f2p,banyak bansosnya,cuman kurang 1 aja,tolong banget tambahin transkripsi Indonesia",main bagus cerita seru banget tarung nya seru grafik bagus desain karakter bagus sistem gachanya lumayan meski kalah terus bossnya susah susah ramah buat f bapak banyak bansosnya cuman kurang saja banget tambah transkripsi indonesia,positif
makin pembaruan makin bagus aja nih permainan,makin baru makin bagus saja ini main,positif
"permainan fan service, telelau memuja perempuan, cowoknya dikit banget pler",main fan service telau puja perempuan cowok dikit banget pler,negatif
"banyak istriku disini, tolong adakan fitur nikah",banyak istri sini adakan fitur nikah,negatif
intinya permainan bagus,inti main bagus,positif
"baik permainanee, aku suka cara eksplorasi nya juga enak, pemandangan keren banget, qol nya mantap, acara nya juga banyak menarik, gacha nya lumayan lah yaa, menurutku selama patch sekarang udah bagus optimal, sangat sangat absolute cinema pembaruan nya, pengembang baik.",baik permainanee saya suka cara eksplorasi nya enak pandang keren banget qol nya mantap acara nya banyak tarik gacha nya lumayan lah ya turut lama patch sekarang sudah bagus optimal sangat sangat absolute cema baru nya kembang baik,positif
"permainan baik, sehat selalu permainan baik🥰. semoga tambah lebih baik lagi.",main baik sehat selalu main baik moga tambah lebih baik,positif
